"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","ED1","GA1","GA2","GE1","GF1","MA1","MW1","MW2","OC1","REM"
"58367099999","2022-01-01T00:00:00","4","31.197875","121.336319","3.04","HONGQIAO INTERNATIONAL, CH","FM-15","99999","V020","110,1,V,0030,1","99999,9,9,Y","009900,5,9,9","+0080,1","+0010,1","99999,9",,,,,,"10300,1,99999,9",,,,"MET060METAR ZSSS 010000Z 11003MPS 070V130 CAVOK 08/01 Q1030 NOSIG="
"58367099999","2022-01-01T00:30:00","4","31.197875","121.336319","3.04","HONGQIAO INTERNATIONAL, CH","FM-15","99999","V020","120,1,V,0020,1","99999,9,9,Y","009900,5,9,9","+0080,1","+0010,1","99999,9",,,,,,"10300,1,99999,9",,,,"MET060METAR ZSSS 010030Z 12002MPS 080V150 CAVOK 08/01 Q1030 NOSIG="
"58367099999","2022-01-01T01:00:00","4","31.197875","121.336319","3.04","HONGQIAO INTERNATIONAL, CH","FM-15","99999","V020","110,1,V,0030,1","99999,9,9,Y","009900,5,9,9","+0090,1","+0010,1","99999,9",,,,,,"10300,1,99999,9",,,,"MET060METAR ZSSS 010100Z 11003MPS 070V150 CAVOK 09/01 Q1030 NOSIG="
"58367099999","2022-01-01T01:30:00","4","31.197875","121.336319","3.04","HONGQIAO INTERNATIONAL, CH","FM-15","99999","V020","130,1,V,0030,1","99999,9,9,Y","009900,5,9,9","+0090,1","+0010,1","99999,9",,,,,,"10300,1,99999,9",,,,"MET060METAR ZSSS 010130Z 13003MPS 100V160 CAVOK 09/01 Q1030 NOSIG="
"58367099999","2022-01-01T02:00:00","4","31.197875","121.336319","3.04","HONGQIAO INTERNATIONAL, CH","FM-15","99999","V020","140,1,N,0040,1","99999,9,9,Y","009900,5,9,9","+0100,1","+0020,1","99999,9",,,,,,"10300,1,99999,9",,,,"MET052METAR ZSSS 010200Z 14004MPS CAVOK 10/02 Q1030 NOSIG="
"58367099999","2022-01-01T02:30:00","4","31.197875","121.336319","3.04","HONGQIAO INTERNATIONAL, CH","FM-15","99999","V020","130,1,N,0050,1","99999,9,9,Y","009900,5,9,9","+0110,1","+0020,1","99999,9",,,,,,"10300,1,99999,9",,,,"MET052METAR ZSSS 010230Z 13005MPS CAVOK 11/02 Q1030 NOSIG="
"58367099999","2022-01-01T03:00:00","4","31.197875","121.336319","3.04","HONGQIAO INTERNATIONAL, CH","FM-15","99999","V020","150,1,N,0040,1","99999,9,9,Y","009900,5,9,9","+0100,1","+0020,1","99999,9",,,,,,"10290,1,99999,9",,,,"MET052METAR ZSSS 010300Z 15004MPS CAVOK 10/02 Q1029 NOSIG="
"58367099999","2022-01-01T03:30:00","4","31.197875","121.336319","3.04","HONGQIAO INTERNATIONAL, CH","FM-15","99999","V020","150,1,N,0050,1","99999,9,9,Y","009900,5,9,9","+0100,1","+0020,1","99999,9",,,,,,"10290,1,99999,9",,,,"MET052METAR ZSSS 010330Z 15005MPS CAVOK 10/02 Q1029 NOSIG="
"58367099999","2022-01-01T04:00:00","4","31.197875","121.336319","3.04","HONGQIAO INTERNATIONAL, CH","FM-15","99999","V020","180,1,N,0040,1","99999,9,9,Y","009900,5,9,9","+0100,1","+0020,1","99999,9",,,,,,"10280,1,99999,9",,,,"MET052METAR ZSSS 010400Z 18004MPS CAVOK 10/02 Q1028 NOSIG="
"58367099999","2022-01-01T04:30:00","4","31.197875","121.336319","3.04","HONGQIAO INTERNATIONAL, CH","FM-15","99999","V020","160,1,N,0040,1","99999,9,9,Y","009900,5,9,9","+0100,1","+0020,1","99999,9",,,,,,"10280,1,99999,9",,,,"MET052METAR ZSSS 010430Z 16004MPS CAVOK 10/02 Q1028 NOSIG="
